Bezirk_Id,Bezirk,Gemeinde_Id,Gemeinde,Sprengel_Nr,Wahlberechtigte,Abgegebene Stimmen,Wahlbeteiligung,Gültige Stimmen,Ungültige Stimmen,Nr./Wählergruppe1,Name/Wählergruppe1,Koppelung/Wählergruppe1,Stimmen/Wählergruppe1,Prozente/Wählergruppe1,Mandate/Wählergruppe1,Senatssitze/Wählergruppe1,Nr./Wählergruppe2,Name/Wählergruppe2,Koppelung/Wählergruppe2,Stimmen/Wählergruppe2,Prozente/Wählergruppe2,Mandate/Wählergruppe2,Senatssitze/Wählergruppe2,Nr./Wählergruppe3,Name/Wählergruppe3,Koppelung/Wählergruppe3,Stimmen/Wählergruppe3,Prozente/Wählergruppe3,Mandate/Wählergruppe3,Senatssitze/Wählergruppe3,Nr./Wählergruppe4,Name/Wählergruppe4,Koppelung/Wählergruppe4,Stimmen/Wählergruppe4,Prozente/Wählergruppe4,Mandate/Wählergruppe4,Senatssitze/Wählergruppe4,Nr./Wählergruppe5,Name/Wählergruppe5,Koppelung/Wählergruppe5,Stimmen/Wählergruppe5,Prozente/Wählergruppe5,Mandate/Wählergruppe5,Senatssitze/Wählergruppe5,Nr./Wählergruppe6,Name/Wählergruppe6,Koppelung/Wählergruppe6,Stimmen/Wählergruppe6,Prozente/Wählergruppe6,Mandate/Wählergruppe6,Senatssitze/Wählergruppe6,Nr./Wählergruppe7,Name/Wählergruppe7,Koppelung/Wählergruppe7,Stimmen/Wählergruppe7,Prozente/Wählergruppe7,Mandate/Wählergruppe7,Senatssitze/Wählergruppe7,Nr./Wählergruppe8,Name/Wählergruppe8,Koppelung/Wählergruppe8,Stimmen/Wählergruppe8,Prozente/Wählergruppe8,Mandate/Wählergruppe8,Senatssitze/Wählergruppe8,Nr./Wählergruppe9,Name/Wählergruppe9,Koppelung/Wählergruppe9,Stimmen/Wählergruppe9,Prozente/Wählergruppe9,Mandate/Wählergruppe9,Senatssitze/Wählergruppe9,Nr./Wählergruppe10,Name/Wählergruppe10,Koppelung/Wählergruppe10,Stimmen/Wählergruppe10,Prozente/Wählergruppe10,Mandate/Wählergruppe10,Senatssitze/Wählergruppe10,Nr./Wählergruppe11,Name/Wählergruppe11,Koppelung/Wählergruppe11,Stimmen/Wählergruppe11,Prozente/Wählergruppe11,Mandate/Wählergruppe11,Senatssitze/Wählergruppe11,Nr./Wählergruppe12,Name/Wählergruppe12,Koppelung/Wählergruppe12,Stimmen/Wählergruppe12,Prozente/Wählergruppe12,Mandate/Wählergruppe12,Senatssitze/Wählergruppe12,Nr./Wählergruppe13,Name/Wählergruppe13,Koppelung/Wählergruppe13,Stimmen/Wählergruppe13,Prozente/Wählergruppe13,Mandate/Wählergruppe13,Senatssitze/Wählergruppe13,Winner
701,Innsbruck-Stadt,70101,Innsbruck,31.0,,329,,324,5,1,Georg Willi - Die Innsbrucker Grünen - GRÜNE,,66,"20,37",,,2,FPÖ - Rudi Federspiel - FPÖ,,26,"8,02",,,3,"Florian Tursky - Das Neue Innsbruck (Für Innsbruck, Volkspartei, Senioren) - TURSKY",,41,"12,65",,,4,NEOS Innsbruck - NEOS,,29,"8,95",,,5,Liste Fritz - Bürgerforum Tirol - FRITZ,,11,"3,40",,,6,Liste Gerald Depaoli - Gerechtes Innsbruck - Die Unbestechlichen - GERECHT,,4,"1,23",,,7,Alternative Liste Innsbruck - Mesut Onay - ALI,,35,"10,80",,,8,Sozialdemokratische Partei Österreichs - SPÖ,,47,"14,51",,,9,EINIG Innsbruck - Liste Helmut Reichholf - EINIG,,5,"1,54",,,10,JA - Jetzt Innsbruck - Johannes Anzengruber - JA,,22,"6,79",,,11,TUN - Transparente Unabhängige Neue Gesellschaft - TUN,,1,"0,31",,,12,Die Unabhängigen - Innsbruck - DU-I,,0,"0,00",,,13,Kommunistische Partei Österreich (KPÖ) - KPÖ,,37,"11,42",,,Georg Willi - Die Innsbrucker Grünen - GRÜNE
701,Innsbruck-Stadt,70101,Innsbruck,32.0,,285,,283,2,1,Georg Willi - Die Innsbrucker Grünen - GRÜNE,,78,"27,56",,,2,FPÖ - Rudi Federspiel - FPÖ,,25,"8,83",,,3,"Florian Tursky - Das Neue Innsbruck (Für Innsbruck, Volkspartei, Senioren) - TURSKY",,43,"15,19",,,4,NEOS Innsbruck - NEOS,,15,"5,30",,,5,Liste Fritz - Bürgerforum Tirol - FRITZ,,11,"3,89",,,6,Liste Gerald Depaoli - Gerechtes Innsbruck - Die Unbestechlichen - GERECHT,,1,"0,35",,,7,Alternative Liste Innsbruck - Mesut Onay - ALI,,28,"9,89",,,8,Sozialdemokratische Partei Österreichs - SPÖ,,33,"11,66",,,9,EINIG Innsbruck - Liste Helmut Reichholf - EINIG,,3,"1,06",,,10,JA - Jetzt Innsbruck - Johannes Anzengruber - JA,,27,"9,54",,,11,TUN - Transparente Unabhängige Neue Gesellschaft - TUN,,0,"0,00",,,12,Die Unabhängigen - Innsbruck - DU-I,,2,"0,71",,,13,Kommunistische Partei Österreich (KPÖ) - KPÖ,,17,"6,01",,,Georg Willi - Die Innsbrucker Grünen - GRÜNE
701,Innsbruck-Stadt,70101,Innsbruck,40.0,,171,,171,0,1,Georg Willi - Die Innsbrucker Grünen - GRÜNE,,39,"22,81",,,2,FPÖ - Rudi Federspiel - FPÖ,,26,"15,20",,,3,"Florian Tursky - Das Neue Innsbruck (Für Innsbruck, Volkspartei, Senioren) - TURSKY",,20,"11,70",,,4,NEOS Innsbruck - NEOS,,8,"4,68",,,5,Liste Fritz - Bürgerforum Tirol - FRITZ,,9,"5,26",,,6,Liste Gerald Depaoli - Gerechtes Innsbruck - Die Unbestechlichen - GERECHT,,4,"2,34",,,7,Alternative Liste Innsbruck - Mesut Onay - ALI,,19,"11,11",,,8,Sozialdemokratische Partei Österreichs - SPÖ,,15,"8,77",,,9,EINIG Innsbruck - Liste Helmut Reichholf - EINIG,,1,"0,58",,,10,JA - Jetzt Innsbruck - Johannes Anzengruber - JA,,16,"9,36",,,11,TUN - Transparente Unabhängige Neue Gesellschaft - TUN,,0,"0,00",,,12,Die Unabhängigen - Innsbruck - DU-I,,1,"0,58",,,13,Kommunistische Partei Österreich (KPÖ) - KPÖ,,13,"7,60",,,Georg Willi - Die Innsbrucker Grünen - GRÜNE
701,Innsbruck-Stadt,70101,Innsbruck,41.0,,196,,194,2,1,Georg Willi - Die Innsbrucker Grünen - GRÜNE,,56,"28,87",,,2,FPÖ - Rudi Federspiel - FPÖ,,23,"11,86",,,3,"Florian Tursky - Das Neue Innsbruck (Für Innsbruck, Volkspartei, Senioren) - TURSKY",,21,"10,82",,,4,NEOS Innsbruck - NEOS,,12,"6,19",,,5,Liste Fritz - Bürgerforum Tirol - FRITZ,,7,"3,61",,,6,Liste Gerald Depaoli - Gerechtes Innsbruck - Die Unbestechlichen - GERECHT,,4,"2,06",,,7,Alternative Liste Innsbruck - Mesut Onay - ALI,,11,"5,67",,,8,Sozialdemokratische Partei Österreichs - SPÖ,,26,"13,40",,,9,EINIG Innsbruck - Liste Helmut Reichholf - EINIG,,0,"0,00",,,10,JA - Jetzt Innsbruck - Johannes Anzengruber - JA,,8,"4,12",,,11,TUN - Transparente Unabhängige Neue Gesellschaft - TUN,,0,"0,00",,,12,Die Unabhängigen - Innsbruck - DU-I,,0,"0,00",,,13,Kommunistische Partei Österreich (KPÖ) - KPÖ,,26,"13,40",,,Georg Willi - Die Innsbrucker Grünen - GRÜNE
701,Innsbruck-Stadt,70101,Innsbruck,50.0,,266,,263,3,1,Georg Willi - Die Innsbrucker Grünen - GRÜNE,,41,"15,59",,,2,FPÖ - Rudi Federspiel - FPÖ,,54,"20,53",,,3,"Florian Tursky - Das Neue Innsbruck (Für Innsbruck, Volkspartei, Senioren) - TURSKY",,25,"9,51",,,4,NEOS Innsbruck - NEOS,,6,"2,28",,,5,Liste Fritz - Bürgerforum Tirol - FRITZ,,10,"3,80",,,6,Liste Gerald Depaoli - Gerechtes Innsbruck - Die Unbestechlichen - GERECHT,,14,"5,32",,,7,Alternative Liste Innsbruck - Mesut Onay - ALI,,21,"7,98",,,8,Sozialdemokratische Partei Österreichs - SPÖ,,38,"14,45",,,9,EINIG Innsbruck - Liste Helmut Reichholf - EINIG,,1,"0,38",,,10,JA - Jetzt Innsbruck - Johannes Anzengruber - JA,,28,"10,65",,,11,TUN - Transparente Unabhängige Neue Gesellschaft - TUN,,1,"0,38",,,12,Die Unabhängigen - Innsbruck - DU-I,,2,"0,76",,,13,Kommunistische Partei Österreich (KPÖ) - KPÖ,,22,"8,37",,,Georg Willi - Die Innsbrucker Grünen - GRÜNE
701,Innsbruck-Stadt,70101,Innsbruck,51.0,,338,,327,11,1,Georg Willi - Die Innsbrucker Grünen - GRÜNE,,87,"26,61",,,2,FPÖ - Rudi Federspiel - FPÖ,,48,"14,68",,,3,"Florian Tursky - Das Neue Innsbruck (Für Innsbruck, Volkspartei, Senioren) - TURSKY",,23,"7,03",,,4,NEOS Innsbruck - NEOS,,10,"3,06",,,5,Liste Fritz - Bürgerforum Tirol - FRITZ,,26,"7,95",,,6,Liste Gerald Depaoli - Gerechtes Innsbruck - Die Unbestechlichen - GERECHT,,10,"3,06",,,7,Alternative Liste Innsbruck - Mesut Onay - ALI,,19,"5,81",,,8,Sozialdemokratische Partei Österreichs - SPÖ,,42,"12,84",,,9,EINIG Innsbruck - Liste Helmut Reichholf - EINIG,,2,"0,61",,,10,JA - Jetzt Innsbruck - Johannes Anzengruber - JA,,35,"10,70",,,11,TUN - Transparente Unabhängige Neue Gesellschaft - TUN,,0,"0,00",,,12,Die Unabhängigen - Innsbruck - DU-I,,2,"0,61",,,13,Kommunistische Partei Österreich (KPÖ) - KPÖ,,23,"7,03",,,Georg Willi - Die Innsbrucker Grünen - GRÜNE
701,Innsbruck-Stadt,70101,Innsbruck,52.0,,338,,329,9,1,Georg Willi - Die Innsbrucker Grünen - GRÜNE,,83,"25,23",,,2,FPÖ - Rudi Federspiel - FPÖ,,31,"9,42",,,3,"Florian Tursky - Das Neue Innsbruck (Für Innsbruck, Volkspartei, Senioren) - TURSKY",,13,"3,95",,,4,NEOS Innsbruck - NEOS,,14,"4,26",,,5,Liste Fritz - Bürgerforum Tirol - FRITZ,,16,"4,86",,,6,Liste Gerald Depaoli - Gerechtes Innsbruck - Die Unbestechlichen - GERECHT,,7,"2,13",,,7,Alternative Liste Innsbruck - Mesut Onay - ALI,,29,"8,81",,,8,Sozialdemokratische Partei Österreichs - SPÖ,,43,"13,07",,,9,EINIG Innsbruck - Liste Helmut Reichholf - EINIG,,7,"2,13",,,10,JA - Jetzt Innsbruck - Johannes Anzengruber - JA,,36,"10,94",,,11,TUN - Transparente Unabhängige Neue Gesellschaft - TUN,,3,"0,91",,,12,Die Unabhängigen - Innsbruck - DU-I,,3,"0,91",,,13,Kommunistische Partei Österreich (KPÖ) - KPÖ,,44,"13,37",,,Georg Willi - Die Innsbrucker Grünen - GRÜNE
701,Innsbruck-Stadt,70101,Innsbruck,60.0,,341,,335,6,1,Georg Willi - Die Innsbrucker Grünen - GRÜNE,,87,"25,97",,,2,FPÖ - Rudi Federspiel - FPÖ,,23,"6,87",,,3,"Florian Tursky - Das Neue Innsbruck (Für Innsbruck, Volkspartei, Senioren) - TURSKY",,52,"15,52",,,4,NEOS Innsbruck - NEOS,,17,"5,07",,,5,Liste Fritz - Bürgerforum Tirol - FRITZ,,18,"5,37",,,6,Liste Gerald Depaoli - Gerechtes Innsbruck - Die Unbestechlichen - GERECHT,,11,"3,28",,,7,Alternative Liste Innsbruck - Mesut Onay - ALI,,19,"5,67",,,8,Sozialdemokratische Partei Österreichs - SPÖ,,43,"12,84",,,9,EINIG Innsbruck - Liste Helmut Reichholf - EINIG,,0,"0,00",,,10,JA - Jetzt Innsbruck - Johannes Anzengruber - JA,,46,"13,73",,,11,TUN - Transparente Unabhängige Neue Gesellschaft - TUN,,1,"0,30",,,12,Die Unabhängigen - Innsbruck - DU-I,,0,"0,00",,,13,Kommunistische Partei Österreich (KPÖ) - KPÖ,,18,"5,37",,,Georg Willi - Die Innsbrucker Grünen - GRÜNE
701,Innsbruck-Stadt,70101,Innsbruck,70.0,,360,,356,4,1,Georg Willi - Die Innsbrucker Grünen - GRÜNE,,102,"28,65",,,2,FPÖ - Rudi Federspiel - FPÖ,,38,"10,67",,,3,"Florian Tursky - Das Neue Innsbruck (Für Innsbruck, Volkspartei, Senioren) - TURSKY",,28,"7,87",,,4,NEOS Innsbruck - NEOS,,24,"6,74",,,5,Liste Fritz - Bürgerforum Tirol - FRITZ,,19,"5,34",,,6,Liste Gerald Depaoli - Gerechtes Innsbruck - Die Unbestechlichen - GERECHT,,9,"2,53",,,7,Alternative Liste Innsbruck - Mesut Onay - ALI,,22,"6,18",,,8,Sozialdemokratische Partei Österreichs - SPÖ,,54,"15,17",,,9,EINIG Innsbruck - Liste Helmut Reichholf - EINIG,,0,"0,00",,,10,JA - Jetzt Innsbruck - Johannes Anzengruber - JA,,33,"9,27",,,11,TUN - Transparente Unabhängige Neue Gesellschaft - TUN,,3,"0,84",,,12,Die Unabhängigen - Innsbruck - DU-I,,0,"0,00",,,13,Kommunistische Partei Österreich (KPÖ) - KPÖ,,24,"6,74",,,Georg Willi - Die Innsbrucker Grünen - GRÜNE
701,Innsbruck-Stadt,70101,Innsbruck,71.0,,301,,299,2,1,Georg Willi - Die Innsbrucker Grünen - GRÜNE,,56,"18,73",,,2,FPÖ - Rudi Federspiel - FPÖ,,52,"17,39",,,3,"Florian Tursky - Das Neue Innsbruck (Für Innsbruck, Volkspartei, Senioren) - TURSKY",,25,"8,36",,,4,NEOS Innsbruck - NEOS,,7,"2,34",,,5,Liste Fritz - Bürgerforum Tirol - FRITZ,,23,"7,69",,,6,Liste Gerald Depaoli - Gerechtes Innsbruck - Die Unbestechlichen - GERECHT,,15,"5,02",,,7,Alternative Liste Innsbruck - Mesut Onay - ALI,,17,"5,69",,,8,Sozialdemokratische Partei Österreichs - SPÖ,,54,"18,06",,,9,EINIG Innsbruck - Liste Helmut Reichholf - EINIG,,2,"0,67",,,10,JA - Jetzt Innsbruck - Johannes Anzengruber - JA,,26,"8,70",,,11,TUN - Transparente Unabhängige Neue Gesellschaft - TUN,,0,"0,00",,,12,Die Unabhängigen - Innsbruck - DU-I,,0,"0,00",,,13,Kommunistische Partei Österreich (KPÖ) - KPÖ,,22,"7,36",,,Georg Willi - Die Innsbrucker Grünen - GRÜNE
701,Innsbruck-Stadt,70101,Innsbruck,72.0,,474,,469,5,1,Georg Willi - Die Innsbrucker Grünen - GRÜNE,,77,"16,42",,,2,FPÖ - Rudi Federspiel - FPÖ,,66,"14,07",,,3,"Florian Tursky - Das Neue Innsbruck (Für Innsbruck, Volkspartei, Senioren) - TURSKY",,47,"10,02",,,4,NEOS Innsbruck - NEOS,,15,"3,20",,,5,Liste Fritz - Bürgerforum Tirol - FRITZ,,32,"6,82",,,6,Liste Gerald Depaoli - Gerechtes Innsbruck - Die Unbestechlichen - GERECHT,,29,"6,18",,,7,Alternative Liste Innsbruck - Mesut Onay - ALI,,17,"3,62",,,8,Sozialdemokratische Partei Österreichs - SPÖ,,77,"16,42",,,9,EINIG Innsbruck - Liste Helmut Reichholf - EINIG,,3,"0,64",,,10,JA - Jetzt Innsbruck - Johannes Anzengruber - JA,,69,"14,71",,,11,TUN - Transparente Unabhängige Neue Gesellschaft - TUN,,0,"0,00",,,12,Die Unabhängigen - Innsbruck - DU-I,,0,"0,00",,,13,Kommunistische Partei Österreich (KPÖ) - KPÖ,,37,"7,89",,,Georg Willi - Die Innsbrucker Grünen - GRÜNE
701,Innsbruck-Stadt,70101,Innsbruck,73.0,,362,,355,7,1,Georg Willi - Die Innsbrucker Grünen - GRÜNE,,99,"27,89",,,2,FPÖ - Rudi Federspiel - FPÖ,,33,"9,30",,,3,"Florian Tursky - Das Neue Innsbruck (Für Innsbruck, Volkspartei, Senioren) - TURSKY",,28,"7,89",,,4,NEOS Innsbruck - NEOS,,21,"5,92",,,5,Liste Fritz - Bürgerforum Tirol - FRITZ,,14,"3,94",,,6,Liste Gerald Depaoli - Gerechtes Innsbruck - Die Unbestechlichen - GERECHT,,15,"4,23",,,7,Alternative Liste Innsbruck - Mesut Onay - ALI,,19,"5,35",,,8,Sozialdemokratische Partei Österreichs - SPÖ,,42,"11,83",,,9,EINIG Innsbruck - Liste Helmut Reichholf - EINIG,,5,"1,41",,,10,JA - Jetzt Innsbruck - Johannes Anzengruber - JA,,51,"14,37",,,11,TUN - Transparente Unabhängige Neue Gesellschaft - TUN,,2,"0,56",,,12,Die Unabhängigen - Innsbruck - DU-I,,0,"0,00",,,13,Kommunistische Partei Österreich (KPÖ) - KPÖ,,26,"7,32",,,Georg Willi - Die Innsbrucker Grünen - GRÜNE
701,Innsbruck-Stadt,70101,Innsbruck,74.0,,293,,288,5,1,Georg Willi - Die Innsbrucker Grünen - GRÜNE,,49,"17,01",,,2,FPÖ - Rudi Federspiel - FPÖ,,37,"12,85",,,3,"Florian Tursky - Das Neue Innsbruck (Für Innsbruck, Volkspartei, Senioren) - TURSKY",,25,"8,68",,,4,NEOS Innsbruck - NEOS,,8,"2,78",,,5,Liste Fritz - Bürgerforum Tirol - FRITZ,,16,"5,56",,,6,Liste Gerald Depaoli - Gerechtes Innsbruck - Die Unbestechlichen - GERECHT,,15,"5,21",,,7,Alternative Liste Innsbruck - Mesut Onay - ALI,,16,"5,56",,,8,Sozialdemokratische Partei Österreichs - SPÖ,,52,"18,06",,,9,EINIG Innsbruck - Liste Helmut Reichholf - EINIG,,1,"0,35",,,10,JA - Jetzt Innsbruck - Johannes Anzengruber - JA,,47,"16,32",,,11,TUN - Transparente Unabhängige Neue Gesellschaft - TUN,,0,"0,00",,,12,Die Unabhängigen - Innsbruck - DU-I,,1,"0,35",,,13,Kommunistische Partei Österreich (KPÖ) - KPÖ,,21,"7,29",,,Georg Willi - Die Innsbrucker Grünen - GRÜNE
701,Innsbruck-Stadt,70101,Innsbruck,75.0,,264,,255,9,1,Georg Willi - Die Innsbrucker Grünen - GRÜNE,,52,"20,39",,,2,FPÖ - Rudi Federspiel - FPÖ,,29,"11,37",,,3,"Florian Tursky - Das Neue Innsbruck (Für Innsbruck, Volkspartei, Senioren) - TURSKY",,55,"21,57",,,4,NEOS Innsbruck - NEOS,,15,"5,88",,,5,Liste Fritz - Bürgerforum Tirol - FRITZ,,6,"2,35",,,6,Liste Gerald Depaoli - Gerechtes Innsbruck - Die Unbestechlichen - GERECHT,,2,"0,78",,,7,Alternative Liste Innsbruck - Mesut Onay - ALI,,9,"3,53",,,8,Sozialdemokratische Partei Österreichs - SPÖ,,25,"9,80",,,9,EINIG Innsbruck - Liste Helmut Reichholf - EINIG,,0,"0,00",,,10,JA - Jetzt Innsbruck - Johannes Anzengruber - JA,,46,"18,04",,,11,TUN - Transparente Unabhängige Neue Gesellschaft - TUN,,0,"0,00",,,12,Die Unabhängigen - Innsbruck - DU-I,,2,"0,78",,,13,Kommunistische Partei Österreich (KPÖ) - KPÖ,,14,"5,49",,,Georg Willi - Die Innsbrucker Grünen - GRÜNE
701,Innsbruck-Stadt,70101,Innsbruck,80.0,,310,,306,4,1,Georg Willi - Die Innsbrucker Grünen - GRÜNE,,21,"6,86",,,2,FPÖ - Rudi Federspiel - FPÖ,,78,"25,49",,,3,"Florian Tursky - Das Neue Innsbruck (Für Innsbruck, Volkspartei, Senioren) - TURSKY",,19,"6,21",,,4,NEOS Innsbruck - NEOS,,4,"1,31",,,5,Liste Fritz - Bürgerforum Tirol - FRITZ,,15,"4,90",,,6,Liste Gerald Depaoli - Gerechtes Innsbruck - Die Unbestechlichen - GERECHT,,23,"7,52",,,7,Alternative Liste Innsbruck - Mesut Onay - ALI,,12,"3,92",,,8,Sozialdemokratische Partei Österreichs - SPÖ,,64,"20,92",,,9,EINIG Innsbruck - Liste Helmut Reichholf - EINIG,,3,"0,98",,,10,JA - Jetzt Innsbruck - Johannes Anzengruber - JA,,54,"17,65",,,11,TUN - Transparente Unabhängige Neue Gesellschaft - TUN,,0,"0,00",,,12,Die Unabhängigen - Innsbruck - DU-I,,1,"0,33",,,13,Kommunistische Partei Österreich (KPÖ) - KPÖ,,12,"3,92",,,Georg Willi - Die Innsbrucker Grünen - GRÜNE
701,Innsbruck-Stadt,70101,Innsbruck,81.0,,128,,126,2,1,Georg Willi - Die Innsbrucker Grünen - GRÜNE,,12,"9,52",,,2,FPÖ - Rudi Federspiel - FPÖ,,33,"26,19",,,3,"Florian Tursky - Das Neue Innsbruck (Für Innsbruck, Volkspartei, Senioren) - TURSKY",,20,"15,87",,,4,NEOS Innsbruck - NEOS,,2,"1,59",,,5,Liste Fritz - Bürgerforum Tirol - FRITZ,,3,"2,38",,,6,Liste Gerald Depaoli - Gerechtes Innsbruck - Die Unbestechlichen - GERECHT,,6,"4,76",,,7,Alternative Liste Innsbruck - Mesut Onay - ALI,,3,"2,38",,,8,Sozialdemokratische Partei Österreichs - SPÖ,,21,"16,67",,,9,EINIG Innsbruck - Liste Helmut Reichholf - EINIG,,0,"0,00",,,10,JA - Jetzt Innsbruck - Johannes Anzengruber - JA,,17,"13,49",,,11,TUN - Transparente Unabhängige Neue Gesellschaft - TUN,,0,"0,00",,,12,Die Unabhängigen - Innsbruck - DU-I,,1,"0,79",,,13,Kommunistische Partei Österreich (KPÖ) - KPÖ,,8,"6,35",,,Georg Willi - Die Innsbrucker Grünen - GRÜNE
701,Innsbruck-Stadt,70101,Innsbruck,100.0,,328,,326,2,1,Georg Willi - Die Innsbrucker Grünen - GRÜNE,,80,"24,54",,,2,FPÖ - Rudi Federspiel - FPÖ,,22,"6,75",,,3,"Florian Tursky - Das Neue Innsbruck (Für Innsbruck, Volkspartei, Senioren) - TURSKY",,32,"9,82",,,4,NEOS Innsbruck - NEOS,,28,"8,59",,,5,Liste Fritz - Bürgerforum Tirol - FRITZ,,13,"3,99",,,6,Liste Gerald Depaoli - Gerechtes Innsbruck - Die Unbestechlichen - GERECHT,,4,"1,23",,,7,Alternative Liste Innsbruck - Mesut Onay - ALI,,25,"7,67",,,8,Sozialdemokratische Partei Österreichs - SPÖ,,54,"16,56",,,9,EINIG Innsbruck - Liste Helmut Reichholf - EINIG,,1,"0,31",,,10,JA - Jetzt Innsbruck - Johannes Anzengruber - JA,,32,"9,82",,,11,TUN - Transparente Unabhängige Neue Gesellschaft - TUN,,3,"0,92",,,12,Die Unabhängigen - Innsbruck - DU-I,,0,"0,00",,,13,Kommunistische Partei Österreich (KPÖ) - KPÖ,,32,"9,82",,,Georg Willi - Die Innsbrucker Grünen - GRÜNE
701,Innsbruck-Stadt,70101,Innsbruck,101.0,,312,,310,2,1,Georg Willi - Die Innsbrucker Grünen - GRÜNE,,81,"26,13",,,2,FPÖ - Rudi Federspiel - FPÖ,,34,"10,97",,,3,"Florian Tursky - Das Neue Innsbruck (Für Innsbruck, Volkspartei, Senioren) - TURSKY",,30,"9,68",,,4,NEOS Innsbruck - NEOS,,10,"3,23",,,5,Liste Fritz - Bürgerforum Tirol - FRITZ,,12,"3,87",,,6,Liste Gerald Depaoli - Gerechtes Innsbruck - Die Unbestechlichen - GERECHT,,5,"1,61",,,7,Alternative Liste Innsbruck - Mesut Onay - ALI,,27,"8,71",,,8,Sozialdemokratische Partei Österreichs - SPÖ,,34,"10,97",,,9,EINIG Innsbruck - Liste Helmut Reichholf - EINIG,,1,"0,32",,,10,JA - Jetzt Innsbruck - Johannes Anzengruber - JA,,36,"11,61",,,11,TUN - Transparente Unabhängige Neue Gesellschaft - TUN,,1,"0,32",,,12,Die Unabhängigen - Innsbruck - DU-I,,0,"0,00",,,13,Kommunistische Partei Österreich (KPÖ) - KPÖ,,39,"12,58",,,Georg Willi - Die Innsbrucker Grünen - GRÜNE
701,Innsbruck-Stadt,70101,Innsbruck,102.0,,305,,301,4,1,Georg Willi - Die Innsbrucker Grünen - GRÜNE,,74,"24,58",,,2,FPÖ - Rudi Federspiel - FPÖ,,27,"8,97",,,3,"Florian Tursky - Das Neue Innsbruck (Für Innsbruck, Volkspartei, Senioren) - TURSKY",,49,"16,28",,,4,NEOS Innsbruck - NEOS,,15,"4,98",,,5,Liste Fritz - Bürgerforum Tirol - FRITZ,,10,"3,32",,,6,Liste Gerald Depaoli - Gerechtes Innsbruck - Die Unbestechlichen - GERECHT,,2,"0,66",,,7,Alternative Liste Innsbruck - Mesut Onay - ALI,,17,"5,65",,,8,Sozialdemokratische Partei Österreichs - SPÖ,,40,"13,29",,,9,EINIG Innsbruck - Liste Helmut Reichholf - EINIG,,2,"0,66",,,10,JA - Jetzt Innsbruck - Johannes Anzengruber - JA,,22,"7,31",,,11,TUN - Transparente Unabhängige Neue Gesellschaft - TUN,,0,"0,00",,,12,Die Unabhängigen - Innsbruck - DU-I,,3,"1,00",,,13,Kommunistische Partei Österreich (KPÖ) - KPÖ,,40,"13,29",,,Georg Willi - Die Innsbrucker Grünen - GRÜNE
701,Innsbruck-Stadt,70101,Innsbruck,103.0,,276,,275,1,1,Georg Willi - Die Innsbrucker Grünen - GRÜNE,,67,"24,36",,,2,FPÖ - Rudi Federspiel - FPÖ,,30,"10,91",,,3,"Florian Tursky - Das Neue Innsbruck (Für Innsbruck, Volkspartei, Senioren) - TURSKY",,21,"7,64",,,4,NEOS Innsbruck - NEOS,,13,"4,73",,,5,Liste Fritz - Bürgerforum Tirol - FRITZ,,10,"3,64",,,6,Liste Gerald Depaoli - Gerechtes Innsbruck - Die Unbestechlichen - GERECHT,,3,"1,09",,,7,Alternative Liste Innsbruck - Mesut Onay - ALI,,20,"7,27",,,8,Sozialdemokratische Partei Österreichs - SPÖ,,50,"18,18",,,9,EINIG Innsbruck - Liste Helmut Reichholf - EINIG,,1,"0,36",,,10,JA - Jetzt Innsbruck - Johannes Anzengruber - JA,,21,"7,64",,,11,TUN - Transparente Unabhängige Neue Gesellschaft - TUN,,0,"0,00",,,12,Die Unabhängigen - Innsbruck - DU-I,,3,"1,09",,,13,Kommunistische Partei Österreich (KPÖ) - KPÖ,,36,"13,09",,,Georg Willi - Die Innsbrucker Grünen - GRÜNE
701,Innsbruck-Stadt,70101,Innsbruck,104.0,,234,,230,4,1,Georg Willi - Die Innsbrucker Grünen - GRÜNE,,54,"23,48",,,2,FPÖ - Rudi Federspiel - FPÖ,,35,"15,22",,,3,"Florian Tursky - Das Neue Innsbruck (Für Innsbruck, Volkspartei, Senioren) - TURSKY",,29,"12,61",,,4,NEOS Innsbruck - NEOS,,4,"1,74",,,5,Liste Fritz - Bürgerforum Tirol - FRITZ,,15,"6,52",,,6,Liste Gerald Depaoli - Gerechtes Innsbruck - Die Unbestechlichen - GERECHT,,5,"2,17",,,7,Alternative Liste Innsbruck - Mesut Onay - ALI,,14,"6,09",,,8,Sozialdemokratische Partei Österreichs - SPÖ,,24,"10,43",,,9,EINIG Innsbruck - Liste Helmut Reichholf - EINIG,,1,"0,43",,,10,JA - Jetzt Innsbruck - Johannes Anzengruber - JA,,22,"9,57",,,11,TUN - Transparente Unabhängige Neue Gesellschaft - TUN,,2,"0,87",,,12,Die Unabhängigen - Innsbruck - DU-I,,0,"0,00",,,13,Kommunistische Partei Österreich (KPÖ) - KPÖ,,25,"10,87",,,Georg Willi - Die Innsbrucker Grünen - GRÜNE
