Gemeinderats- und Bürgermeisterwahl der Landeshauptstadt Innsbruck 2024, 14.04.2024 (Bericht wurde generiert am 15.04.2024 um 11:20)
Bezirk_Id;Bezirk;Gemeinde_Id;Gemeinde;Wahlberechtigte;Abgegebene Stimmen;Wahlbeteiligung;Gültige Stimmen;Ungültige Stimmen;Nr./Kandidat1;Name/Kandidat1;Stimmen/Kandidat1;Prozente/Kandidat1;Nr./Kandidat2;Name/Kandidat2;Stimmen/Kandidat2;Prozente/Kandidat2;Nr./Kandidat3;Name/Kandidat3;Stimmen/Kandidat3;Prozente/Kandidat3;Nr./Kandidat4;Name/Kandidat4;Stimmen/Kandidat4;Prozente/Kandidat4;Nr./Kandidat5;Name/Kandidat5;Stimmen/Kandidat5;Prozente/Kandidat5;Nr./Kandidat6;Name/Kandidat6;Stimmen/Kandidat6;Prozente/Kandidat6;Nr./Kandidat7;Name/Kandidat7;Stimmen/Kandidat7;Prozente/Kandidat7;Nr./Kandidat8;Name/Kandidat8;Stimmen/Kandidat8;Prozente/Kandidat8;Nr./Kandidat9;Name/Kandidat9;Stimmen/Kandidat9;Prozente/Kandidat9;Nr./Kandidat10;Name/Kandidat10;Stimmen/Kandidat10;Prozente/Kandidat10;Nr./Kandidat11;Name/Kandidat11;Stimmen/Kandidat11;Prozente/Kandidat11;Nr./Kandidat12;Name/Kandidat12;Stimmen/Kandidat12;Prozente/Kandidat12;Nr./Kandidat13;Name/Kandidat13;Stimmen/Kandidat13;Prozente/Kandidat13;
701;Innsbruck-Stadt;70101;Innsbruck;100564;60822;60,48;59155;1667;1;Willi Georg;13543;22,89;2;Lassenberger Markus;9418;15,92;3;Tursky Florian, MSc, MBA;6156;10,41;4;Mag. Seidl Julia;1185;2,00;5;Dr. Haselwanter-Schneider Andrea;2736;4,63;6;Depaoli Gerald;1211;2,05;7;Onay Mesut;1392;2,35;8;Mag.a Mayr Elisabeth;9000;15,21;9;Reichholf Helmut;297;0,50;10;Ing. Mag. Anzengruber Johannes;11455;19,36;11;Veber Franz Christian;163;0,28;12;Buchacher Helmut;199;0,34;13;Tomedi Pia;2400;4,06;
