Gemeinderats- und Bürgermeisterwahl der Landeshauptstadt Innsbruck 2024, 14.04.2024 (Bericht wurde generiert am 15.04.2024 um 11:20)
Bezirk_Id;Bezirk;Gemeinde_Id;Gemeinde;Wahlberechtigte;Abgegebene Stimmen;Wahlbeteiligung;Gültige Stimmen;Ungültige Stimmen;Nr./Wählergruppe1;Name/Wählergruppe1;Koppelung/Wählergruppe1;Stimmen/Wählergruppe1;Prozente/Wählergruppe1;Mandate/Wählergruppe1;Senatssitze/Wählergruppe1;Nr./Wählergruppe2;Name/Wählergruppe2;Koppelung/Wählergruppe2;Stimmen/Wählergruppe2;Prozente/Wählergruppe2;Mandate/Wählergruppe2;Senatssitze/Wählergruppe2;Nr./Wählergruppe3;Name/Wählergruppe3;Koppelung/Wählergruppe3;Stimmen/Wählergruppe3;Prozente/Wählergruppe3;Mandate/Wählergruppe3;Senatssitze/Wählergruppe3;Nr./Wählergruppe4;Name/Wählergruppe4;Koppelung/Wählergruppe4;Stimmen/Wählergruppe4;Prozente/Wählergruppe4;Mandate/Wählergruppe4;Senatssitze/Wählergruppe4;Nr./Wählergruppe5;Name/Wählergruppe5;Koppelung/Wählergruppe5;Stimmen/Wählergruppe5;Prozente/Wählergruppe5;Mandate/Wählergruppe5;Senatssitze/Wählergruppe5;Nr./Wählergruppe6;Name/Wählergruppe6;Koppelung/Wählergruppe6;Stimmen/Wählergruppe6;Prozente/Wählergruppe6;Mandate/Wählergruppe6;Senatssitze/Wählergruppe6;Nr./Wählergruppe7;Name/Wählergruppe7;Koppelung/Wählergruppe7;Stimmen/Wählergruppe7;Prozente/Wählergruppe7;Mandate/Wählergruppe7;Senatssitze/Wählergruppe7;Nr./Wählergruppe8;Name/Wählergruppe8;Koppelung/Wählergruppe8;Stimmen/Wählergruppe8;Prozente/Wählergruppe8;Mandate/Wählergruppe8;Senatssitze/Wählergruppe8;Nr./Wählergruppe9;Name/Wählergruppe9;Koppelung/Wählergruppe9;Stimmen/Wählergruppe9;Prozente/Wählergruppe9;Mandate/Wählergruppe9;Senatssitze/Wählergruppe9;Nr./Wählergruppe10;Name/Wählergruppe10;Koppelung/Wählergruppe10;Stimmen/Wählergruppe10;Prozente/Wählergruppe10;Mandate/Wählergruppe10;Senatssitze/Wählergruppe10;Nr./Wählergruppe11;Name/Wählergruppe11;Koppelung/Wählergruppe11;Stimmen/Wählergruppe11;Prozente/Wählergruppe11;Mandate/Wählergruppe11;Senatssitze/Wählergruppe11;Nr./Wählergruppe12;Name/Wählergruppe12;Koppelung/Wählergruppe12;Stimmen/Wählergruppe12;Prozente/Wählergruppe12;Mandate/Wählergruppe12;Senatssitze/Wählergruppe12;Nr./Wählergruppe13;Name/Wählergruppe13;Koppelung/Wählergruppe13;Stimmen/Wählergruppe13;Prozente/Wählergruppe13;Mandate/Wählergruppe13;Senatssitze/Wählergruppe13;
701;Innsbruck-Stadt;70101;Innsbruck;100564;60841;60,50;59814;1027;1;Georg Willi - Die Innsbrucker Grünen - GRÜNE;;11286;18,87;8;;2;FPÖ - Rudi Federspiel - FPÖ;;9096;15,21;7;;3;Florian Tursky - Das Neue Innsbruck (Für Innsbruck, Volkspartei, Senioren) - TURSKY;;6073;10,15;4;;4;NEOS Innsbruck - NEOS;;2102;3,51;0;;5;Liste Fritz - Bürgerforum Tirol - FRITZ;;3291;5,50;2;;6;Liste Gerald Depaoli - Gerechtes Innsbruck - Die Unbestechlichen - GERECHT;;2081;3,48;0;;7;Alternative Liste Innsbruck - Mesut Onay - ALI;;2889;4,83;2;;8;Sozialdemokratische Partei Österreichs - SPÖ;;8122;13,58;6;;9;EINIG Innsbruck - Liste Helmut Reichholf - EINIG;;406;0,68;0;;10;JA - Jetzt Innsbruck - Johannes Anzengruber - JA;;10067;16,83;8;;11;TUN - Transparente Unabhängige Neue Gesellschaft - TUN;;204;0,34;0;;12;Die Unabhängigen - Innsbruck - DU-I;;177;0,30;0;;13;Kommunistische Partei Österreich (KPÖ) - KPÖ;;4020;6,72;3;;
